Date,Adj Close,Close,High,Low,Open,Volume
2024-01-02,16.579999923706055,16.579999923706055,16.950000762939453,16.5,16.950000762939453,41626700
2024-01-03,16.09000015258789,16.09000015258789,16.3799991607666,16.010000228881836,16.1200008392334,46865200
2024-01-04,16.25,16.25,16.579999923706055,15.949999809265137,16.049999237060547,39937700
2024-01-05,15.979999542236328,15.979999542236328,16.128000259399414,15.663999557495117,15.699999809265137,57700000
2024-01-08,16.670000076293945,16.670000076293945,16.889999389648438,16.139999389648438,16.219999313354492,49090000
2024-01-09,16.389999389648438,16.389999389648438,16.6299991607666,16.280000686645508,16.510000228881836,35794500
2024-01-10,16.790000915527344,16.790000915527344,17.030000686645508,16.399999618530273,16.5,41254400
2024-01-11,16.68000030517578,16.68000030517578,16.93000030517578,16.170000076293945,16.809999465942383,39552400
2024-01-12,16.760000228881836,16.760000228881836,17.059999465942383,16.6200008392334,16.68000030517578,33952600
2024-01-16,16.530000686645508,16.530000686645508,16.739999771118164,16.290000915527344,16.59000015258789,32659300
2024-01-17,16.389999389648438,16.389999389648438,16.40999984741211,16.049999237060547,16.260000228881836,30832800
2024-01-18,16.399999618530273,16.399999618530273,16.809999465942383,16.100000381469727,16.75,35239700
2024-01-19,16.780000686645508,16.780000686645508,16.780000686645508,16.149999618530273,16.56999969482422,40690600
2024-01-22,17.600000381469727,17.600000381469727,18.350000381469727,17.43000030517578,17.459999084472656,85573900
2024-01-23,17.329999923706055,17.329999923706055,17.729999542236328,17.200000762939453,17.639999389648438,37794300
2024-01-24,16.75,16.75,17.649999618530273,16.735000610351562,17.510000228881836,42710700
2024-01-25,16.459999084472656,16.459999084472656,17.0,16.309999465942383,16.920000076293945,44589000
2024-01-26,16.350000381469727,16.350000381469727,16.75,16.34000015258789,16.399999618530273,28612200
2024-01-29,17.09000015258789,17.09000015258789,17.110000610351562,16.43000030517578,16.450000762939453,35987800
2024-01-30,16.739999771118164,16.739999771118164,17.239999771118164,16.65999984741211,17.040000915527344,36388200
2024-01-31,16.09000015258789,16.09000015258789,16.760000228881836,16.06999969482422,16.40999984741211,43582500
2024-02-01,16.329999923706055,16.329999923706055,16.48699951171875,16.030000686645508,16.209999084472656,40454400
2024-02-02,17.020000457763672,17.020000457763672,17.020000457763672,16.145000457763672,16.34000015258789,57672700
2024-02-05,16.719999313354492,16.719999313354492,17.8700008392334,16.479999542236328,17.559999465942383,167698300
2024-02-06,21.8700008392334,21.8700008392334,22.18000030517578,19.760000228881836,20.299999237060547,420501900
2024-02-07,23.600000381469727,23.600000381469727,23.8700008392334,21.3799991607666,21.600000381469727,254911100
2024-02-08,24.510000228881836,24.510000228881836,25.059999465942383,23.31999969482422,23.959999084472656,212671100
2024-02-09,24.3799991607666,24.3799991607666,25.110000610351562,23.56999969482422,25.040000915527344,149062000
2024-02-12,25.049999237060547,25.049999237060547,25.524999618530273,23.81999969482422,23.90999984741211,108173000
2024-02-13,24.010000228881836,24.010000228881836,24.65999984741211,23.309999465942383,23.530000686645508,102293300
2024-02-14,25.190000534057617,25.190000534057617,25.5,23.7549991607666,24.149999618530273,97227900
